('O', 'NNP')
('faculdades', 'NNS')
('daí', 'VBP')
('insânia', 'JJ')
('insânia', 'NN')
('insânia', 'NN')
('O', 'NNP')
('vigário', 'NN')
('Lopes', 'NNP')
('confiou', 'NN')
('nova', 'RB')
('teoria', 'JJ')
('declarou', 'NN')
('lisamente', 'NN')
('chegava', 'NN')
('entendê', 'NN')
('la', 'NN')
('obra', 'FW')
('absurda', 'NN')
('absurda', 'IN')
('tal', 'JJ')
('modo', 'NN')
('colossal', 'NN')
('merecia', 'NN')
('princípio', 'NN')
('execução', 'NN')
('Com', 'NNP')
('definição', 'VBZ')
('atual', 'JJ')
('todos', 'NN')
('tempos', 'NN')
('acrescentou', 'NN')
('loucura', 'NN')
('razão', 'NN')
('perfeitamente', 'NN')
('delimitadas', 'NNS')
('Sabe', 'NNP')
('onde', 'VBP')
('acaba', 'JJ')
('onde', 'NN')
('outra', 'NN')
('começa', 'NN')
('Para', 'NNP')
('transpor', 'NN')
('cerca', 'NN')
('Sobre', 'NNP')
('lábio', 'NN')
('fino', 'NN')
('discreto', 'NN')
('alienista', 'NN')
('roçou', 'NN')
('vaga', 'NN')
('sombra', 'NN')
('intenção', 'NN')
('riso', 'NN')
('desdém', 'NN')
('vinha', 'NN')
('casado', 'NN')
('comiseração', 'NN')
('nenhuma', 'JJ')
('palavra', 'NN')
('saiu', 'NN')
('egrégias', 'NN')
('entranhas', 'VBZ')
('A', 'DT')
('ciência', 'NN')
('contentou', 'NN')
('estender', 'NN')
('mão', 'NN')
('teologia', 'NN')
('tal', 'JJ')
('segurança', 'NN')
('teologia', 'NN')
('soube', 'NN')
('enfim', 'NN')
('devia', 'NN')
('crer', 'NN')
('si', 'NN')
('outra', 'JJ')
('Itaguaí', 'NNP')
('universo', 'NN')
('ficavam', 'NN')
('beira', 'NN')
('revolução', 'NN')
('CAPÍTULO', 'NNP')
('V', 'NNP')
('O', 'NNP')
('TERROR', 'NNP')
('Quatro', 'NNP')
('dias', 'NN')
('população', 'NN')
('Itaguaí', 'NNP')
('ouviu', 'IN')
('consternada', 'NN')
('notícia', 'NN')
('certo', 'NN')
('Costa', 'NNP')
('recolhido', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('Impossível', 'NNP')
('Qual', 'NNP')
('impossível', 'NN')
('recolhido', 'NN')
('hoje', 'NN')
('manhã', 'NN')
('Mas', 'NNP')
('verdade', 'NN')
('merecia', 'NN')
('Ainda', 'NNP')
('cima', 'NN')
('tanto', 'NN')
('fez', 'NN')
('Costa', 'NNP')
('cidadãos', 'NN')
('estimados', 'NN')
('Itaguaí', 'NNP')
('Herdara', 'NNP')
('quatrocentos', 'NN')
('mil', 'NN')
('cruzados', 'NN')
('boa', 'NN')
('moeda', 'NN')
('el', 'NN')
('rei', 'NN')
('D', 'NNP')
('João', 'NNP')
('V', 'NNP')
('dinheiro', 'NN')
('cuja', 'NN')
('renda', 'NN')
('bastava', 'NN')
('segundo', 'NN')
('declarou', 'NN')
('tio', 'NN')
('testamento', 'IN')
('viver', 'NN')
('fim', 'VBP')
('mundo', 'NN')
('Tão', 'NNP')
('depressa', 'NN')
('recolheu', 'NN')
('herança', 'NN')
('entrou', 'NN')
('dividi', 'NN')
('la', 'NN')
('empréstimos', 'FW')
('usura', 'JJ')
('mil', 'NN')
('cruzados', 'NN')
('dois', 'NN')
('mil', 'FW')
('outro', 'FW')
('trezentos', 'NNS')
('oitocentos', 'VBP')
('àquele', 'JJ')
('tal', 'JJ')
('ponto', 'NN')
('fim', 'NN')
('cinco', 'NN')
('anos', 'IN')
('nada', 'JJ')
('Se', 'NNP')
('miséria', 'NN')
('viesse', 'NN')
('chofre', 'NN')
('pasmo', 'NN')
('Itaguaí', 'NNP')
('enorme', 'VBZ')
('veio', 'FW')
('devagar', 'NN')
('passando', 'NN')
('opulência', 'NN')
('abastança', 'NN')
('abastança', 'NN')
('mediania', 'NN')
('mediania', 'NN')
('pobreza', 'NN')
('pobreza', 'NN')
('miséria', 'NN')
('gradualmente', 'NN')
('Ao', 'NNP')
('cabo', 'NN')
('daqueles', 'NNS')
('cinco', 'VBP')
('anos', 'JJ')
('pessoas', 'NN')
('levavam', 'NN')
('chapéu', 'NN')
('chão', 'NN')
('logo', 'NN')
('assomava', 'NN')
('fim', 'NN')
('rua', 'NN')
('agora', 'IN')
('batiam', 'NN')
('ombro', 'NN')
('intimidade', 'NN')
('davam', 'NN')
('piparotes', 'VBZ')
('nariz', 'JJ')
('diziam', 'NN')
('pulhas', 'NN')
('E', 'NNP')
('Costa', 'NNP')
('sempre', 'JJ')
('lhano', 'NN')
('risonho', 'NN')
('Nem', 'NNP')
('dava', 'NN')
('ver', 'NN')
('menos', 'VBP')
('corteses', 'NNS')
('justamente', 'VBP')
('ainda', 'RB')
('dívida', 'JJ')
('aberto', 'NN')
('contrário', 'NN')
('parece', 'NN')
('agasalhava', 'NN')
('maior', 'JJ')
('prazer', 'NN')
('sublime', 'JJ')
('resignação', 'NN')
('Um', 'NNP')
('dia', 'NN')
('desses', 'VBZ')
('incuráveis', 'JJ')
('devedores', 'NNS')
('atirasse', 'VBP')
('chalaça', 'JJ')
('grossa', 'NN')
('risse', 'NN')
('observou', 'NN')
('desafeiçoado', 'NN')
('certa', 'NN')
('perfídia', 'NN')
('Você', 'NNP')
('suporta', 'NN')
('sujeito', 'NN')
('ver', 'NN')
('paga', 'NN')
('Costa', 'NNP')
('deteve', 'VBP')
('minuto', 'NN')
('devedor', 'NN')
('perdoou', 'NN')
('dívida', 'NN')
('Não', 'NNP')
('admira', 'NN')
('retorquiu', 'NN')
('outro', 'NN')
('Costa', 'NNP')
('abriu', 'NN')
('mão', 'NN')
('estrela', 'NN')
('céu', 'NN')
('Costa', 'NNP')
('perspicaz', 'NN')
('entendeu', 'NN')
('negava', 'JJ')
('todo', 'NN')
('merecimento', 'NN')
('ato', 'NN')
('atribuindo', 'NN')
('intenção', 'NN')
('rejeitar', 'NN')
('vinham', 'NN')
('meter', 'NN')
('algibeira', 'NN')
('Era', 'NNP')
('pundonoroso', 'NN')
('inventivo', 'NN')
('duas', 'NN')
('horas', 'NNS')
('achou', 'VBP')
('meio', 'JJ')
('provar', 'NN')
('cabia', 'NN')
('tal', 'JJ')
('labéu', 'NN')
('pegou', 'NN')
('algumas', 'NN')
('dobras', 'NNS')
('mandou', 'VBP')
('empréstimo', 'JJ')
('devedor', 'NN')
('Agora', 'NNP')
('espero', 'NN')
('...\x94', 'NNP')
('pensou', 'NN')
('concluir', 'NN')
('frase', 'NN')
('Esse', 'NNP')
('último', 'NNP')
('rasgo', 'NN')
('Costa', 'NNP')
('persuadiu', 'NN')
('crédulos', 'NN')
('incrédulos', 'NN')
('ninguém', 'JJ')
('pôs', 'NN')
('dúvida', 'NN')
('sentimentos', 'NN')
('cavalheirescos', 'NN')
('daquele', 'NN')
('digno', 'NN')
('cidadão', 'NN')
('As', 'IN')
('necessidades', 'NNS')
('acanhadas', 'VBP')
('saíram', 'JJ')
('rua', 'NN')
('vieram', 'NN')
('bater', 'NN')
('porta', 'NN')
('chinelos', 'NN')
('velhos', 'NN')
('capas', 'NN')
('remendadas', 'NN')
('Um', 'NNP')
('verme', 'NN')
('entretanto', 'NN')
('roía', 'NN')
('alma', 'NN')
('Costa', 'NNP')
('conceito', 'NN')
('desafeto', 'NN')
('Mas', 'NNP')
('acabou', 'NN')
('três', 'NN')
('meses', 'VBZ')
('veio', 'JJ')
('pedir', 'NN')
('uns', 'NNS')
('cento', 'VBP')
('vinte', 'JJ')
('cruzados', 'NN')
('promessa', 'NN')
('restituir', 'NN')
('lhos', 'NN')
('daí', 'NN')
('dois', 'NN')
('dias', 'NN')
('resíduo', 'NN')
('grande', 'NN')
('herança', 'NN')
('nobre', 'JJ')
('desforra', 'NN')
('Costa', 'NNP')
('emprestou', 'NN')
('dinheiro', 'NN')
('logo', 'NN')
('logo', 'NN')
('juros', 'NN')
('Infelizmente', 'NNP')
('tempo', 'NNP')
('ser', 'NN')
('pago', 'NN')
('cinco', 'NN')
('meses', 'VBZ')
('recolhido', 'JJ')
('Casa', 'NNP')
('Verde', 'NNP')
('Imagina', 'NNP')
('consternação', 'NN')
('Itaguaí', 'NNP')
('soube', 'NN')
('caso', 'NN')
('Não', 'NNP')
('falou', 'NN')
('outra', 'NN')
('coisa', 'NN')
('dizia', 'NN')
('Costa', 'NNP')
('ensandecera', 'NN')
('almoço', 'NN')
('outros', 'IN')
('madrugada', 'FW')
('contavam', 'NN')
('acessos', 'NN')
('furiosos', 'JJ')
('sombrios', 'NNS')
('terríveis', 'VBP')
('mansos', 'JJ')
('engraçados', 'JJ')
('conforme', 'NN')
('versões', 'NN')
('Muita', 'NNP')
('gente', 'NN')
('correu', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('achou', 'VBZ')
('pobre', 'JJ')
('Costa', 'NNP')
('tranqüilo', 'NN')
('pouco', 'NN')
('espantado', 'FW')
('falando', 'NN')
('muita', 'FW')
('clareza', 'NN')
('perguntando', 'NN')
('motivo', 'NN')
('levado', 'NN')
('ali', 'NN')
('Alguns', 'NNP')
('ter', 'NN')
('alienista', 'NN')
('Bacamarte', 'NNP')
('aprovava', 'VBZ')
('sentimentos', 'NNS')
('estima', 'JJ')
('compaixão', 'JJ')
('acrescentava', 'NN')
('ciência', 'NN')
('ciência', 'NN')
('podia', 'NN')
('deixar', 'NN')
('rua', 'NN')
('mentecapto', 'VBD')
('A', 'NNP')
('última', 'NNP')
('pessoa', 'NN')
('intercedeu', 'NN')
('porque', 'NN')
('vou', 'NN')
('contar', 'NN')
('ninguém', 'JJ')
('atreveu', 'NN')
('procurar', 'NN')
('terrível', 'NN')
('médico', 'NN')
('pobre', 'NN')
('senhora', 'NN')
('prima', 'NN')
('Costa', 'NNP')
('O', 'NNP')
('alienista', 'VBZ')
('disse', 'JJ')
('confidencialmente', 'NN')
('digno', 'NN')
('homem', 'NN')
('perfeito', 'NN')
('equilíbrio', 'NN')
('faculdades', 'VBZ')
('mentais', 'JJ')
('vista', 'NN')
('modo', 'NN')
('dissipara', 'NN')
('cabedais', 'NN')
('Isso', 'NNP')
('interrompeu', 'NN')
('boa', 'NN')
('senhora', 'NN')
('energia', 'FW')
('Se', 'NNP')
('gastou', 'NN')
('tão', 'NN')
('depressa', 'NN')
('recebeu', 'NN')
('culpa', 'NN')
('Não', 'NNP')
('Não', 'NNP')
('senhor', 'NN')
('Eu', 'NNP')
('digo', 'NN')
('negócio', 'NN')
('passou', 'NN')
('O', 'NNP')
('defunto', 'NN')
('tio', 'NN')
('mau', 'NN')
('homem', 'NN')
('furioso', 'NN')
('capaz', 'NN')
('tirar', 'NN')
('chapéu', 'NN')
('Santíssimo', 'NNP')
('Ora', 'NNP')
('dia', 'NN')
('pouco', 'NN')
('tempo', 'NN')
('antes', 'VBZ')
('morrer', 'JJR')
('descobriu', 'JJ')
('escravo', 'NN')
('roubara', 'NN')
('boi', 'NN')
('imagine', 'NN')
('ficou', 'VBZ')
('A', 'DT')
('cara', 'NN')
('pimentão', 'NN')
('todo', 'NN')
('tremia', 'NN')
('boca', 'NN')
('escumava', 'NN')
('lembra', 'NN')
('hoje', 'NN')
('Então', 'NNP')
('homem', 'NN')
('feio', 'NN')
('cabeludo', 'NN')
('mangas', 'NN')
('camisa', 'NN')
('chegou', 'NN')
('pediu', 'NN')
('água', 'NNP')
('Meu', 'NNP')
('tio', 'NN')
('Deus', 'NNP')
('fale', 'NN')
('n', 'NN')
('alma', 'NN')
('!)', 'NNP')
('respondeu', 'VBZ')
('beber', 'VB')
('rio', 'NN')
('inferno', 'NN')
('O', 'NNP')
('homem', 'NN')
('olhou', 'NN')
('abriu', 'NN')
('mão', 'NN')
('ar', 'NN')
('ameaça', 'NN')
('rogou', 'NN')
('praga', 'NN')
('Todo', 'NNP')
('dinheiro', 'NN')
('durar', 'NN')
('sete', 'JJ')
('anos', 'JJ')
('dia', 'NN')
('tão', 'NN')
('certo', 'NN')
('ser', 'NN')
('sino', 'NN')
('salamão', 'NN')
('!\x94', 'NNP')
('E', 'NNP')
('mostrou', 'NNP')
('sino', 'NN')
('salamão', 'NN')
('impresso', 'NN')
('braço', 'NN')
('Foi', 'NNP')
('senhor', 'NN')
('praga', 'NN')
('daquele', 'NN')
('maldito', 'NN')
('Bacamarte', 'NNP')
('espetara', 'NN')
('pobre', 'NN')
('senhora', 'NN')
('par', 'NN')
('olhos', 'NN')
('agudos', 'NN')
('punhais', 'NN')
('Quando', 'NNP')
('acabou', 'NN')
('estendeu', 'NN')
('mão', 'NN')
('polidamente', 'NN')
('fizesse', 'NN')
('própria', 'NN')
('esposa', 'JJ')
('vice', 'NN')
('rei', 'NN')
('convidou', 'NN')
('ir', 'NN')
('falar', 'JJ')
('primo', 'NN')
('A', 'NNP')
('mísera', 'NN')
('acreditou', 'NN')
('levou', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('encerrou', 'FW')
('galeria', 'NN')
('alucinados', 'IN')
('A', 'NNP')
('notícia', 'JJ')
('desta', 'NN')
('aleivosia', 'NN')
('ilustre', 'NN')
('Bacamarte', 'NNP')
('lançou', 'VBZ')
('terror', 'NN')
('alma', 'NN')
('população', 'NN')
('Ninguém', 'NNP')
('queria', 'NN')
('acabar', 'NN')
('crer', 'NN')
('motivo', 'NN')
('inimizade', 'NN')
('alienista', 'NN')
('trancasse', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('senhora', 'VBD')
('perfeitamente', 'JJ')
('ajuizada', 'FW')
('outro', 'NN')
('crime', 'NN')
('senão', 'NN')
('interceder', 'NN')
('infeliz', 'NN')
('Comentava', 'NNP')
('caso', 'NN')
('esquinas', 'NN')
('barbeiros', 'NN')
('edificou', 'VBP')
('romance', 'NN')
('umas', 'JJ')
('finezas', 'NN')
('namoradas', 'NNS')
('alienista', 'VBP')
('outrora', 'JJ')
('dirigira', 'NN')
('prima', 'NN')
('Costa', 'NNP')
('indignação', 'NN')
('Costa', 'NNP')
('desprezo', 'NN')
('prima', 'NN')
('E', 'NNP')
('daí', 'NN')
('vingança', 'NN')
('Era', 'NNP')
('claro', 'NN')
('Mas', 'NNP')
('austeridade', 'NN')
('alienista', 'NN')
('vida', 'NN')
('estudos', 'NN')
('levava', 'NN')
('pareciam', 'NN')
('desmentir', 'NN')
('tal', 'JJ')
('hipótese', 'JJ')
('Histórias', 'NNP')
('Tudo', 'NNP')
('naturalmente', 'MD')
('capa', 'VB')
('velhaco', 'JJ')
('E', 'NNP')
('crédulos', 'NN')
('chegou', 'NN')
('murmurar', 'NN')
('sabia', 'NN')
('outras', 'IN')
('coisas', 'NN')
('dizia', 'NN')
('ter', 'NN')
('certeza', 'NN')
('plena', 'NN')
('sabia', 'NN')
('quase', 'NN')
('podia', 'NN')
('jurar', 'NN')
('Você', 'NNP')
('íntimo', 'NNP')
('podia', 'NNP')
('dizer', 'NN')
('motivo', 'NN')
('Crispim', 'NNP')
('Soares', 'NNP')
('derretia', 'VBZ')
('todo', 'JJ')
('Esse', 'NNP')
('interrogar', 'NN')
('gente', 'NN')
('inquieta', 'NN')
('curiosa', 'NN')
('amigos', 'VBZ')
('atônitos', 'NNS')
('consagração', 'NN')
('pública', 'NN')
('Não', 'NNP')
('havia', 'NN')
('duvidar', 'NN')
('toda', 'NN')
('povoação', 'NN')
('sabia', 'NN')
('enfim', 'VBP')
('privado', 'NN')
('alienista', 'NN')
('Crispim', 'NNP')
('boticário', 'NN')
('colaborador', 'NN')
('grande', 'NN')
('homem', 'NN')
('grandes', 'NNS')
('coisas', 'VBP')
('daí', 'JJ')
('corrida', 'NN')
('botica', 'NN')
('Tudo', 'NNP')
('dizia', 'NN')
('carão', 'NN')
('jucundo', 'NN')
('riso', 'NN')
('discreto', 'NN')
('boticário', 'NN')
('riso', 'NN')
('silêncio', 'NN')
('porque', 'NN')
('respondia', 'VBP')
('nada', 'JJ')
('dois', 'NN')
('três', 'NN')
('monossílabos', 'NN')
('soltos', 'NN')
('secos', 'NN')
('encapados', 'NN')
('fiel', 'NN')
('sorriso', 'NN')
('constante', 'NN')
('miúdo', 'NN')
('cheio', 'NN')
('mistérios', 'NNS')
('científicos', 'VBP')
('podia', 'JJ')
('desdouro', 'NN')
('perigo', 'NN')
('desvendar', 'NN')
('nenhuma', 'NN')
('pessoa', 'NN')
('humana', 'NN')
('Há', 'NNP')
('coisa', 'NN')
('\x94,', 'NNP')
('pensavam', 'NN')
('desconfiados', 'NN')
('Um', 'NNP')
('desses', 'VBZ')
('limitou', 'JJ')
('pensá', 'NN')
('lo', 'NN')
('deu', 'NN')
('ombros', 'IN')
('embora', 'JJ')
('Tinha', 'NNP')
('negócios', 'NNS')
('pessoais', 'VBP')
('Acabava', 'NNP')
('construir', 'NN')
('casa', 'NN')
('suntuosa', 'NN')
('Só', 'NNP')
('casa', 'NN')
('bastava', 'NN')
('deter', 'NN')
('chamar', 'NN')
('toda', 'NN')
('gente', 'NN')
('havia', 'NN')
('mobília', 'NN')
('mandara', 'NN')
('vir', 'NN')
('Hungria', 'NNP')
('Holanda', 'NNP')
('segundo', 'NN')
('contava', 'NN')
('podia', 'NN')
('ver', 'NN')
('lado', 'NN')
('porque', 'NN')
('janelas', 'NNS')
('viviam', 'VBP')
('abertas', 'NNS')
('jardim', 'VBP')
('obra', 'JJ')
('prima', 'NN')
('arte', 'NN')
('gosto', 'NN')
('Esse', 'NNP')
('homem', 'NN')
('enriquecera', 'NN')
('fabrico', 'NN')
('albardas', 'NNS')
('tido', 'VBP')
('sempre', 'JJ')
('sonho', 'NN')
('casa', 'NN')
('magnífica', 'NN')
('jardim', 'NN')
('pomposo', 'NN')
('mobília', 'NN')
('rara', 'NN')
('Não', 'NNP')
('deixou', 'NN')
('negócio', 'NN')
('albardas', 'NN')
('repousava', 'NN')
('contemplação', 'NN')
('casa', 'NN')
('nova', 'JJ')
('primeira', 'NN')
('Itaguaí', 'NNP')
('grandiosa', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('nobre', 'MD')
('Câmara', 'NNP')
('Entre', 'NNP')
('gente', 'NN')
('ilustre', 'NN')
('povoação', 'NN')
('havia', 'NN')
('choro', 'NN')
('ranger', 'NN')
('dentes', 'VBZ')
('pensava', 'JJ')
('falava', 'NN')
('louvava', 'NN')
('casa', 'NN')
('albardeiro', 'NN')
('simples', 'NNS')
('albardeiro', 'VBP')
('Deus', 'NNP')
('céu', 'NN')
('Lá', 'NNP')
('embasbacado', 'VBZ')
('diziam', 'NN')
('transeuntes', 'NNS')
('manhã', 'VBP')
('De', 'NNP')
('manhã', 'FW')
('efeito', 'NN')
('costume', 'NN')
('Mateus', 'NNP')
('estatelar', 'JJ')
('meio', 'NN')
('jardim', 'NN')
('olhos', 'NN')
('casa', 'NN')
('namorado', 'JJ')
('durante', 'NN')
('longa', 'NN')
('hora', 'NN')
('vinham', 'NN')
('chamá', 'NN')
('lo', 'NN')
('almoçar', 'NN')
('Os', 'NNP')
('vizinhos', 'NN')
('embora', 'NN')
('cumprimentassem', 'NN')
('certo', 'NN')
('respeito', 'NN')
('riam', 'NN')
('trás', 'NN')
('gosto', 'NN')
('Um', 'NNP')
('desses', 'VBZ')
('chegou', 'JJ')
('dizer', 'NN')
('Mateus', 'NNP')
('econômico', 'VBZ')
('estaria', 'NNS')
('riquíssimo', 'VBP')
('fabricasse', 'JJ')
('albardas', 'NNS')
('si', 'VBP')
('epigrama', 'JJ')
('ininteligível', 'NN')
('fazia', 'NN')
('rir', 'NN')
('bandeiras', 'NNS')
('despregadas', 'VBP')
('Agora', 'NNP')
('lá', 'NN')
('Mateus', 'NNP')
('ser', 'NN')
('contemplado', 'NN')
('diziam', 'NN')
('tarde', 'VBD')
('A', 'NNP')
('razão', 'NN')
('deste', 'NN')
('outro', 'IN')
('dito', 'NN')
('tarde', 'NN')
('famílias', 'NN')
('saíam', 'NN')
('passeio', 'NN')
('jantavam', 'NN')
('cedo', 'NN')
('usava', 'JJ')
('Mateus', 'NNP')
('postar', 'NN')
('janela', 'NN')
('bem', 'NN')
('centro', 'NN')
('vistoso', 'NN')
('sobre', 'NN')
('fundo', 'NN')
('escuro', 'NN')
('trajado', 'NN')
('branco', 'NN')
('atitude', 'VBP')
('senhoril', 'JJ')
('assim', 'NN')
('ficava', 'NN')
('duas', 'NN')
('três', 'NN')
('horas', 'NNS')
('anoitecia', 'VBP')
('todo', 'JJ')
('Pode', 'NNP')
('crer', 'NN')
('intenção', 'NN')
('Mateus', 'NNP')
('ser', 'NN')
('admirado', 'NN')
('invejado', 'NN')
('posto', 'NN')
('confessasse', 'NN')
('nenhuma', 'NN')
('pessoa', 'NN')
('boticário', 'NN')
('Padre', 'NNP')
('Lopes', 'NNP')
('grandes', 'VBZ')
('amigos', 'JJ')
('E', 'NNP')
('entretanto', 'NN')
('outra', 'NN')
('alegação', 'NN')
('boticário', 'NN')
('alienista', 'NN')
('disse', 'NN')
('albardeiro', 'NN')
('talvez', 'NN')
('padecesse', 'NN')
('amor', 'NN')
('pedras', 'NNS')
('mania', 'VBP')
('Bacamarte', 'NNP')
('descobrira', 'NN')
('estudava', 'NN')
('desde', 'NN')
('algum', 'NN')
('tempo', 'NN')
('Aquilo', 'NNP')
('contemplar', 'NN')
('casa', 'NN')
('Não', 'NNP')
('senhor', 'NN')
('acudiu', 'NN')
('vivamente', 'NN')
('Crispim', 'NNP')
('Soares', 'NNP')
('Não', 'NNP')
('Há', 'NNP')
('perdoar', 'NN')
('talvez', 'NN')
('saiba', 'NN')
('manhã', 'NN')
('examina', 'VBP')
('obra', 'JJ')
('admira', 'NN')
('tarde', 'NN')
('outros', 'JJ')
('admiram', 'NN')
('obra', 'NN')
('E', 'NNP')
('contou', 'NN')
('uso', 'NN')
('albardeiro', 'NN')
('todas', 'NN')
('tardes', 'NNS')
('desde', 'VBP')
('cedo', 'JJ')
('cair', 'NN')
('noite', 'JJ')
('Uma', 'NNP')
('volúpia', 'NN')
('científica', 'NN')
('alumiou', 'NN')
('olhos', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('Ou', 'NNP')
('conhecia', 'NN')
('todos', 'NN')
('costumes', 'NNS')
('albardeiro', 'VBP')
('nada', 'JJ')
('quis', 'FW')
('interrogando', 'NN')
('Crispim', 'NNP')
('confirmar', 'NN')
('alguma', 'NN')
('notícia', 'JJ')
('incerta', 'NN')
('suspeita', 'NN')
('vaga', 'VBZ')
('A', 'NNP')
('explicação', 'NN')
('satisfê', 'NN')
('lo', 'NN')
('alegrias', 'NN')
('próprias', 'VBP')
('sábio', 'JJ')
('concentradas', 'NNS')
('nada', 'RB')
('viu', 'VBP')
('boticário', 'NN')
('fizesse', 'NN')
('suspeitar', 'NN')
('intenção', 'NN')
('sinistra', 'JJ')
('Ao', 'NNP')
('contrário', 'NN')
('tarde', 'NN')
('alienista', 'NN')
('pediu', 'NN')
('braço', 'NN')
('irem', 'NN')
('passeio', 'NN')
('Deus', 'NNP')
('primeira', 'NN')
('vez', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('dava', 'NN')
('privado', 'NN')
('tamanha', 'NN')
('honra', 'NN')
('Crispim', 'NNP')
('ficou', 'NN')
('trêmulo', 'NN')
('atarantado', 'NN')
('disse', 'NN')
('sim', 'NN')
('pronto', 'IN')
('Chegaram', 'NNP')
('duas', 'NN')
('três', 'NN')
('pessoas', 'NN')
('Crispim', 'NNP')
('mandou', 'NN')
('mentalmente', 'NN')
('todos', 'NN')
('diabos', 'NN')
('atrasavam', 'NN')
('passeio', 'NN')
('podia', 'NN')
('acontecer', 'NN')
('Bacamarte', 'NNP')
('elegesse', 'NN')
('alguma', 'NN')
('acompanhá', 'NN')
('lo', 'NN')
('dispensasse', 'NN')
('Que', 'NNP')
('impaciência', 'NN')
('aflição', 'NN')
('Enfim', 'NNP')
('saíram', 'NN')
('O', 'NNP')
('alienista', 'NN')
('guiou', 'NN')
('lados', 'NN')
('casa', 'NN')
('albardeiro', 'NN')
('viu', 'NN')
('janela', 'NN')
('passou', 'NN')
('cinco', 'NN')
('seis', 'NN')
('vezes', 'VBZ')
('diante', 'JJ')
('devagar', 'NN')
('parando', 'NN')
('examinando', 'NN')
('atitudes', 'NNS')
('expressão', 'VBP')
('rosto', 'JJ')
('O', 'NNP')
('pobre', 'NN')
('Mateus', 'NNP')
('apenas', 'VBZ')
('notou', 'JJ')
('objeto', 'NN')
('curiosidade', 'NN')
('admiração', 'NN')
('primeiro', 'NN')
('vulto', 'NN')
('Itaguaí', 'NNP')
('redobrou', 'NN')
('expressão', 'NN')
('deu', 'NN')
('outro', 'IN')
('relevo', 'NN')
('atitudes', 'NNS')
('Triste', 'NNP')
('triste', 'NN')
('fez', 'NN')
('condenar', 'NN')
('dia', 'NN')
('seguinte', 'NN')
('recolhido', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('A', 'NNP')
('Casa', 'NNP')
('Verde', 'NNP')
('cárcere', 'RB')
('privado', 'VBZ')
('disse', 'JJ')
('médico', 'NN')
('clínica', 'NN')
('Nunca', 'NNP')
('opinião', 'VBZ')
('pegou', 'JJ')
('grassou', 'NN')
('tão', 'NN')
('rapidamente', 'NN')
('Cárcere', 'NNP')
('privado', 'VBZ')
('eis', 'JJ')
('repetia', 'NN')
('norte', 'NN')
('sul', 'NN')
('leste', 'NN')
('oeste', 'NN')
('Itaguaí', 'NNP')
('medo', 'NN')
('verdade', 'NN')
('porque', 'NN')
('durante', 'NN')
('semana', 'NN')
('seguiu', 'NN')
('captura', 'NN')
('pobre', 'NN')
('Mateus', 'NNP')
('vinte', 'NN')
('tantas', 'NNS')
('pessoas', 'VBP')
('duas', 'JJ')
('três', 'NN')
('consideração', 'NN')
('recolhidas', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('O', 'NNP')
('alienista', 'NN')
('dizia', 'NN')
('admitidos', 'NN')
('casos', 'NN')
('patológicos', 'NN')
('pouca', 'NN')
('gente', 'NN')
('dava', 'NN')
('crédito', 'NN')
('Sucediam', 'NNP')
('versões', 'NN')
('populares', 'NNS')
('Vingança', 'NNP')
('cobiça', 'NN')
('dinheiro', 'NN')
('castigo', 'NN')
('Deus', 'NNP')
('monomania', 'NNP')
('próprio', 'NN')
('médico', 'NN')
('plano', 'NN')
('secreto', 'NN')
('Rio', 'NNP')
('Janeiro', 'NNP')
('fim', 'VBD')
('destruir', 'JJ')
('Itaguaí', 'NNP')
('qualquer', 'NN')
('gérmen', 'NNS')
('prosperidade', 'VBP')
('viesse', 'JJ')
('brotar', 'NN')
('arvorecer', 'NN')
('florir', 'NN')
('desdouro', 'NN')
('míngua', 'NN')
('daquela', 'NN')
('cidade', 'NN')
('mil', 'NN')
('outras', 'FW')
('explicações', 'FW')
('explicavam', 'FW')
('nada', 'FW')
('tal', 'JJ')
('produto', 'NN')
('diário', 'NN')
('imaginação', 'NN')
('pública', 'NN')
('Nisto', 'NNP')
('chegou', 'NN')
('Rio', 'NNP')
('Janeiro', 'NNP')
('esposa', 'VBZ')
('alienista', 'JJ')
('tia', 'NN')
('mulher', 'NN')
('Crispim', 'NNP')
('Soares', 'NNP')
('toda', 'VBZ')
('comitiva', 'JJ')
('quase', 'NN')
('toda', 'NN')
('algumas', 'IN')
('semanas', 'JJ')
('antes', 'NNS')
('partira', 'VBP')
('Itaguaí', 'NNP')
('O', 'NNP')
('alienista', 'NN')
('recebê', 'NN')
('la', 'NN')
('boticário', 'NN')
('Padre', 'NNP')
('Lopes', 'NNP')
('vereadores', 'VBZ')
('vários', 'NNS')
('outros', 'JJ')
('magistrados', 'VBP')
('O', 'NNP')
('momento', 'NNP')
('D', 'NNP')
('Evarista', 'NNP')
('pôs', 'NN')
('olhos', 'NN')
